"SUGAR NO. 11 - ICE FUTURES U.S.",220426,2022-04-26,080732,ICUS,01,080 ,  974124,  281195,   47346,  186261,  414507,  686710,  881963,  920317,   92161,   53807,  974124,  281195,   47346,  186261,  414507,  686710,  881963,  920317,   92161,   53807,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -65527,  -22376,   -1221,     788,  -26613,  -65307,  -48202,  -65740,  -17326,     213,  100.0,   28.9,    4.9,   19.1,   42.6,   70.5,   90.5,   94.5,    9.5,    5.5,  100.0,   28.9,    4.9,   19.1,   42.6,   70.5,   90.5,   94.5,    9.5,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    237,     99,     40,     87,     81,     77,    215,    174,    237,     99,     40,     87,     81,     77,    215,    174,      0,      0,      0,      0,      0,      0,      0,      0,    12.9,    21.0,    22.3,    35.4,    12.5,    17.9,    21.2,    27.9,    12.9,    21.0,    22.3,    35.4,    12.5,    17.9,    21.2,    27.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 112,000 POUNDS)","080732","ICUS","080 "
"CHINESE RENMINBI-HK (CNH) - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,082744,CME ,00,082 ,    8464,    6365,    3108,     459,     100,    4644,    6924,    8211,    1540,     253,    8464,    6365,    3108,     459,     100,    4644,    6924,    8211,    1540,     253,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,  100.0,   75.2,   36.7,    5.4,    1.2,   54.9,   81.8,   97.0,   18.2,    3.0,  100.0,   75.2,   36.7,    5.4,    1.2,   54.9,   81.8,   97.0,   18.2,    3.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     15,      7,      6,      1,      1,     21,      9,     24,     15,      7,      6,      1,      1,     21,      9,      0,      0,      0,      0,      0,      0,      0,      0,    45.6,    86.0,    64.7,    95.5,    42.5,    85.1,    61.6,    91.6,    45.6,    86.0,    64.7,    95.5,    42.5,    85.1,    61.6,    91.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 100,000 USD)","082744","CME ","082 "
"COFFEE C - ICE FUTURES U.S.",220426,2022-04-26,083731,ICUS,01,083 ,  252639,   48816,   12535,   66651,  127472,  167647,  242938,  246833,    9701,    5806,  175345,   43542,   25387,   36242,   87897,  108908,  167680,  170537,    7665,    4808,   77294,   22066,    3940,   13617,   39575,   58739,   75258,   76296,    2035,     997,   -2743,    -263,      69,     121,   -2064,   -2286,   -2206,   -2096,    -536,    -647,  100.0,   19.3,    5.0,   26.4,   50.5,   66.4,   96.2,   97.7,    3.8,    2.3,  100.0,   24.8,   14.5,   20.7,   50.1,   62.1,   95.6,   97.3,    4.4,    2.7,  100.0,   28.5,    5.1,   17.6,   51.2,   76.0,   97.4,   98.7,    2.6,    1.3,    387,    143,     66,    121,    142,    141,    334,    290,    383,    136,     79,    103,    125,    138,    307,    276,    224,     67,     30,     28,    107,     85,    187,    131,    15.3,    21.5,    24.2,    32.4,     9.7,    15.8,    15.3,    21.6,    17.6,    18.3,    27.8,    28.5,    13.2,    15.0,    20.9,    21.2,    15.5,    32.6,    27.4,    47.7,    13.2,    26.4,    22.8,    37.3,"(CONTRACTS OF 37,500 POUNDS)","083731","ICUS","083 "
"SILVER - COMMODITY EXCHANGE INC.",220426,2022-04-26,084691,CMX ,01,084 ,  160435,   56192,   21730,   21073,   54810,  103310,  132075,  146113,   28360,   14322,  160435,   56192,   21730,   21073,   54810,  103310,  132075,  146113,   28360,   14322,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -29241,  -13629,   -1491,   -8283,   -4760,  -20696,  -26672,  -30470,   -2569,    1229,  100.0,   35.0,   13.5,   13.1,   34.2,   64.4,   82.3,   91.1,   17.7,    8.9,  100.0,   35.0,   13.5,   13.1,   34.2,   64.4,   82.3,   91.1,   17.7,    8.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    196,     84,     50,     55,     38,     48,    151,    127,    196,     84,     50,     55,     38,     48,    151,    127,      0,      0,      0,      0,      0,      0,      0,      0,    21.5,    33.5,    31.3,    47.1,    20.6,    31.2,    30.3,    44.7,    21.5,    33.5,    31.3,    47.1,    20.6,    31.2,    30.3,    44.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 5,000 TROY OUNCES)","084691","CMX ","084 "
"COPPER- #1 - COMMODITY EXCHANGE INC.",220426,2022-04-26,085692,CMX ,01,085 ,  203026,   71446,   74560,   25276,   86267,   90615,  182989,  190451,   20037,   12575,  203026,   71446,   74560,   25276,   86267,   90615,  182989,  190451,   20037,   12575,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -13022,  -12871,   10184,   -1304,    2511,  -22851,  -11665,  -13972,   -1357,     950,  100.0,   35.2,   36.7,   12.4,   42.5,   44.6,   90.1,   93.8,    9.9,    6.2,  100.0,   35.2,   36.7,   12.4,   42.5,   44.6,   90.1,   93.8,    9.9,    6.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    273,    107,     79,     79,     65,     64,    211,    188,    273,    107,     79,     79,     65,     64,    211,    188,      0,      0,      0,      0,      0,      0,      0,      0,    22.5,    30.0,    34.5,    43.0,    22.1,    28.4,    32.3,    41.1,    22.5,    30.0,    34.5,    43.0,    22.1,    28.4,    32.3,    41.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 25,000 POUNDS)","085692","CMX ","085 "
"GOLD - COMMODITY EXCHANGE INC.",220426,2022-04-26,088691,CMX ,01,088 ,  728774,  328977,   92663,  162141,  181471,  449297,  672588,  704101,   56186,   24673,  728774,  328977,   92663,  162141,  181471,  449297,  672588,  704101,   56186,   24673,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -47788,  -27598,    2637,  -11032,   -4847,  -39192,  -43477,  -47587,   -4310,    -201,  100.0,   45.1,   12.7,   22.2,   24.9,   61.7,   92.3,   96.6,    7.7,    3.4,  100.0,   45.1,   12.7,   22.2,   24.9,   61.7,   92.3,   96.6,    7.7,    3.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    361,    222,     59,    128,     60,     64,    327,    210,    361,    222,     59,    128,     60,     64,    327,    210,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    29.3,    26.8,    43.5,    13.5,    24.7,    20.6,    38.1,    17.1,    29.3,    26.8,    43.5,    13.5,    24.7,    20.6,    38.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 100 TROY OUNCES)","088691","CMX ","088 "
"MICRO GOLD - COMMODITY EXCHANGE INC.",220426,2022-04-26,088695,CMX ,01,088 ,   32262,    8332,   16484,    5801,       0,       0,   14133,   22285,   18129,    9977,   32262,    8332,   16484,    5801,       0,       0,   14133,   22285,   18129,    9977,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,  100.0,   25.8,   51.1,   18.0,    0.0,    0.0,   43.8,   69.1,   56.2,   30.9,  100.0,   25.8,   51.1,   18.0,    0.0,    0.0,   43.8,   69.1,   56.2,   30.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     12,      9,      7,      0,      0,     17,     11,     21,     12,      9,      7,      0,      0,     17,     11,      0,      0,      0,      0,      0,      0,      0,      0,    21.5,    51.3,    34.1,    67.0,    17.0,    43.2,    23.1,    50.4,    21.5,    51.3,    34.1,    67.0,    17.0,    43.2,    23.1,    50.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 10 TROY OUNCES)","088695","CMX ","088 "
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,090741,CME ,00,090 ,  172517,   47864,   29826,    9817,   79644,  108734,  137324,  148377,   35193,   24140,  172517,   47864,   29826,    9817,   79644,  108734,  137324,  148377,   35193,   24140,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7189,    3780,    6525,    2658,    5383,   -5848,   11821,    3335,   -4632,    3854,  100.0,   27.7,   17.3,    5.7,   46.2,   63.0,   79.6,   86.0,   20.4,   14.0,  100.0,   27.7,   17.3,    5.7,   46.2,   63.0,   79.6,   86.0,   20.4,   14.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    114,     32,     23,     17,     44,     38,     83,     71,    114,     32,     23,     17,     44,     38,     83,     71,      0,      0,      0,      0,      0,      0,      0,      0,    16.5,    36.3,    27.2,    46.4,    16.4,    35.7,    25.8,    44.9,    16.5,    36.3,    27.2,    46.4,    16.4,    35.7,    25.8,    44.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 "
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,092741,CME ,00,092 ,   51435,    4875,   19287,    1408,   34799,    7857,   41082,   28552,   10353,   22883,   51435,    4875,   19287,    1408,   34799,    7857,   41082,   28552,   10353,   22883,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4048,    1907,    3744,     203,    1665,   -1295,    3775,    2651,     273,    1396,  100.0,    9.5,   37.5,    2.7,   67.7,   15.3,   79.9,   55.5,   20.1,   44.5,  100.0,    9.5,   37.5,    2.7,   67.7,   15.3,   79.9,   55.5,   20.1,   44.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     42,      7,     16,      4,     13,     12,     22,     30,     42,      7,     16,      4,     13,     12,     22,     30,      0,      0,      0,      0,      0,      0,      0,      0,    50.4,    19.0,    63.4,    28.2,    49.6,    18.8,    60.2,    27.8,    50.4,    19.0,    63.4,    28.2,    49.6,    18.8,    60.2,    27.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 "
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,095741,CME ,00,095 ,  159208,   67604,   47256,    2326,   82336,  106109,  152266,  155691,    6942,    3517,  159208,   67604,   47256,    2326,   82336,  106109,  152266,  155691,    6942,    3517,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8527,   -6343,   -4773,     -76,   -1349,   -4038,   -7768,   -8887,    -759,     360,  100.0,   42.5,   29.7,    1.5,   51.7,   66.6,   95.6,   97.8,    4.4,    2.2,  100.0,   42.5,   29.7,    1.5,   51.7,   66.6,   95.6,   97.8,    4.4,    2.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    159,     62,     40,     11,     33,     32,    100,     78,    159,     62,     40,     11,     33,     32,    100,     78,      0,      0,      0,      0,      0,      0,      0,      0,    39.7,    49.4,    52.9,    72.1,    39.5,    49.4,    52.5,    71.4,    39.7,    49.4,    52.9,    72.1,    39.5,    49.4,    52.5,    71.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 "
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,096742,CME ,00,096 ,  320245,   42227,  116674,   21541,  234175,  142240,  297943,  280455,   22302,   39790,  320245,   42227,  116674,   21541,  234175,  142240,  297943,  280455,   22302,   39790,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   44768,    2525,   18457,    7232,   35759,   15972,   45515,   41660,    -747,    3107,  100.0,   13.2,   36.4,    6.7,   73.1,   44.4,   93.0,   87.6,    7.0,   12.4,  100.0,   13.2,   36.4,    6.7,   73.1,   44.4,   93.0,   87.6,    7.0,   12.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     23,     48,     22,     41,     55,     79,    110,    143,     23,     48,     22,     41,     55,     79,    110,      0,      0,      0,      0,      0,      0,      0,      0,    43.6,    25.1,    56.3,    36.0,    42.6,    23.6,    55.3,    30.9,    43.6,    25.1,    56.3,    36.0,    42.6,    23.6,    55.3,    30.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,097741,CME ,00,097 ,  270132,   11080,  111217,   18152,  219011,   99671,  248242,  229039,   21889,   41092,  270132,   11080,  111217,   18152,  219011,   99671,  248242,  229039,   21889,   41092,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -12729,    1797,  -10776,    1509,  -15052,     672,  -11746,   -8595,    -983,   -4134,  100.0,    4.1,   41.2,    6.7,   81.1,   36.9,   91.9,   84.8,    8.1,   15.2,  100.0,    4.1,   41.2,    6.7,   81.1,   36.9,   91.9,   84.8,    8.1,   15.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    136,     21,     51,     26,     45,     44,     82,    105,    136,     21,     51,     26,     45,     44,     82,    105,      0,      0,      0,      0,      0,      0,      0,      0,    49.6,    27.4,    62.6,    38.5,    49.2,    27.3,    62.1,    37.7,    49.6,    27.4,    62.6,    38.5,    49.2,    27.3,    62.1,    37.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"USD INDEX - ICE FUTURES U.S.",220426,2022-04-26,098662,ICUS,01,098 ,   56775,   49687,   15835,     852,    1391,   37964,   51930,   54652,    4845,    2124,   56775,   49687,   15835,     852,    1391,   37964,   51930,   54652,    4845,    2124,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2196,    2996,    1699,     -22,    -400,     285,    2574,    1961,    -378,     235,  100.0,   87.5,   27.9,    1.5,    2.5,   66.9,   91.5,   96.3,    8.5,    3.7,  100.0,   87.5,   27.9,    1.5,    2.5,   66.9,   91.5,   96.3,    8.5,    3.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    124,     77,     38,      9,      7,      4,     88,     47,    124,     77,     38,      9,      7,      4,     88,     47,      0,      0,      0,      0,      0,      0,      0,      0,    46.5,    78.8,    59.5,    86.7,    45.7,    78.7,    58.6,    86.7,    46.5,    78.8,    59.5,    86.7,    45.7,    78.7,    58.6,    86.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,099741,CME ,00,099 ,  770417,  219663,  204138,   52984,  412103,  450759,  684749,  707881,   85668,   62537,  770417,  219663,  204138,   52984,  412103,  450759,  684749,  707881,   85668,   62537,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   26598,    -310,   11638,    6299,   14525,    8431,   20514,   26367,    6084,     231,  100.0,   28.5,   26.5,    6.9,   53.5,   58.5,   88.9,   91.9,   11.1,    8.1,  100.0,   28.5,   26.5,    6.9,   53.5,   58.5,   88.9,   91.9,   11.1,    8.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    354,    105,     71,     52,    147,    102,    273,    204,    354,    105,     71,     52,    147,    102,    273,    204,      0,      0,      0,      0,      0,      0,      0,      0,    13.1,    35.1,    21.4,    45.6,    12.0,    34.9,    19.3,    44.5,    13.1,    35.1,    21.4,    45.6,    12.0,    34.9,    19.3,    44.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,102741,CME ,00,102 ,   71659,   53740,    6907,    1507,   12532,   61287,   67779,   69701,    3879,    1957,   71659,   53740,    6907,    1507,   12532,   61287,   67779,   69701,    3879,    1957,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     966,     -50,   -2418,    1384,     133,    1825,    1467,     791,    -501,     175,  100.0,   75.0,    9.6,    2.1,   17.5,   85.5,   94.6,   97.3,    5.4,    2.7,  100.0,   75.0,    9.6,    2.1,   17.5,   85.5,   94.6,   97.3,    5.4,    2.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     73,     32,     15,      4,     20,      9,     52,     28,     73,     32,     15,      4,     20,      9,     52,     28,      0,      0,      0,      0,      0,      0,      0,      0,    66.1,    77.1,    76.2,    87.6,    65.9,    76.4,    72.0,    84.9,    66.1,    77.1,    76.2,    87.6,    65.9,    76.4,    72.0,    84.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,111659,NYME,01,111 ,  303869,   78774,   39585,   45437,  156954,  205179,  281165,  290201,   22704,   13668,  303869,   78774,   39585,   45437,  156954,  205179,  281165,  290201,   22704,   13668,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2700,   -2131,    1217,    3266,     588,   -2091,    1724,    2392,     977,     308,  100.0,   25.9,   13.0,   15.0,   51.7,   67.5,   92.5,   95.5,    7.5,    4.5,  100.0,   25.9,   13.0,   15.0,   51.7,   67.5,   92.5,   95.5,    7.5,    4.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    200,     61,     29,     56,     80,     99,    172,    158,    200,     61,     29,     56,     80,     99,    172,    158,      0,      0,      0,      0,      0,      0,      0,      0,    18.3,    18.7,    29.4,    30.8,    11.6,    11.4,    19.4,    19.4,    18.3,    18.7,    29.4,    30.8,    11.6,    11.4,    19.4,    19.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GULF COAST CBOB GAS A2 PL RBOB - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,111A34,NYME,01,111 ,   21141,    1650,       0,       0,   18846,   21116,   20496,   21116,     645,      25,   21141,    1650,       0,       0,   18846,   21116,   20496,   21116,     645,      25,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1182,     275,       0,       0,     913,    1438,    1188,    1438,      -6,    -256,  100.0,    7.8,    0.0,    0.0,   89.1,   99.9,   96.9,   99.9,    3.1,    0.1,  100.0,    7.8,    0.0,    0.0,   89.1,   99.9,   96.9,   99.9,    3.1,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      2,      0,      0,     16,     19,     18,     19,     25,      2,      0,      0,     16,     19,     18,     19,      0,      0,      0,      0,      0,      0,      0,      0,    65.2,    50.0,    80.3,    72.8,    57.9,    46.8,    70.0,    66.6,    65.2,    50.0,    80.3,    72.8,    57.9,    46.8,    70.0,    66.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","111A34","NYME","111 "
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,112741,CME ,00,112 ,   46617,   21985,   22021,     662,   21450,   18878,   44097,   41561,    2520,    5057,   46617,   21985,   22021,     662,   21450,   18878,   44097,   41561,    2520,    5057,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5431,    2984,    3305,     212,    2514,     527,    5710,    4044,    -279,    1387,  100.0,   47.2,   47.2,    1.4,   46.0,   40.5,   94.6,   89.2,    5.4,   10.8,  100.0,   47.2,   47.2,    1.4,   46.0,   40.5,   94.6,   89.2,    5.4,   10.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     99,     23,     35,     12,     24,     23,     54,     63,     99,     23,     35,     12,     24,     23,     54,     63,      0,      0,      0,      0,      0,      0,      0,      0,    38.1,    39.9,    58.1,    53.8,    38.1,    39.7,    58.1,    53.5,    38.1,    39.9,    58.1,    53.8,    38.1,    39.7,    58.1,    53.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 "
"VIX FUTURES - CBOE FUTURES EXCHANGE",220426,2022-04-26,1170E1,E   ,00,117 ,  305776,   50303,  122528,   61131,  172888,   92477,  284322,  276136,   21454,   29640,  305776,   50303,  122528,   61131,  172888,   92477,  284322,  276136,   21454,   29640,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -14564,    4048,     333,   -7434,  -11006,   -9074,  -14392,  -16175,    -172,    1611,  100.0,   16.5,   40.1,   20.0,   56.5,   30.2,   93.0,   90.3,    7.0,    9.7,  100.0,   16.5,   40.1,   20.0,   56.5,   30.2,   93.0,   90.3,    7.0,    9.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    162,     45,     63,     62,     39,     38,    123,    131,    162,     45,     63,     62,     39,     38,    123,    131,      0,      0,      0,      0,      0,      0,      0,      0,    35.5,    17.5,    46.6,    29.4,    32.6,    13.6,    39.1,    23.0,    35.5,    17.5,    46.6,    29.4,    32.6,    13.6,    39.1,    23.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"($1000 X INDEX)","1170E1","E   ","117 "
"SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,122741,CME ,00,122 ,   25320,   21623,    6130,     565,    2217,   16765,   24405,   23460,     915,    1860,   25320,   21623,    6130,     565,    2217,   16765,   24405,   23460,     915,    1860,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2566,   -2705,   -2672,       0,     390,    -441,   -2315,   -3113,    -251,     547,  100.0,   85.4,   24.2,    2.2,    8.8,   66.2,   96.4,   92.7,    3.6,    7.3,  100.0,   85.4,   24.2,    2.2,    8.8,   66.2,   96.4,   92.7,    3.6,    7.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      8,      7,      1,      7,      7,     16,     14,     28,      8,      7,      1,      7,      7,     16,     14,      0,      0,      0,      0,      0,      0,      0,      0,    86.5,    67.0,    91.8,    83.7,    86.3,    64.7,    90.4,    81.4,    86.5,    67.0,    91.8,    83.7,    86.3,    64.7,    90.4,    81.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 "
"DJIA Consolidated - CHICAGO BOARD OF TRADE",220426,2022-04-26,12460+,CBT ,00,124 ,   42391,    6405,   17268,     413,   28649,   17678,   35466,   35358,    6925,    7033,   42391,    6405,   17268,     413,   28649,   17678,   35466,   35358,    6925,    7033,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3461,   -1375,    2111,    -578,    4954,    2097,    3001,    3630,     459,    -169,  100.0,   15.1,   40.7,    1.0,   67.6,   41.7,   83.7,   83.4,   16.3,   16.6,  100.0,   15.1,   40.7,    1.0,   67.6,   41.7,   83.7,   83.4,   16.3,   16.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     91,     15,     27,      9,     31,     30,     52,     60,     91,     15,     27,      9,     31,     30,     52,     60,      0,      0,      0,      0,      0,      0,      0,      0,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"($10 X DJIA INDEX)","12460+","CBT ","124 "
"DJIA x $5 - CHICAGO BOARD OF TRADE",220426,2022-04-26,124603,CBT ,00,124 ,   84782,   12810,   34535,     825,   57297,   35356,   70932,   70716,   13850,   14066,   84782,   12810,   34535,     825,   57297,   35356,   70932,   70716,   13850,   14066,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6922,   -2749,    4222,   -1156,    9908,    4194,    6003,    7261,     919,    -339,  100.0,   15.1,   40.7,    1.0,   67.6,   41.7,   83.7,   83.4,   16.3,   16.6,  100.0,   15.1,   40.7,    1.0,   67.6,   41.7,   83.7,   83.4,   16.3,   16.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     91,     15,     27,      9,     31,     30,     52,     60,     91,     15,     27,      9,     31,     30,     52,     60,      0,      0,      0,      0,      0,      0,      0,      0,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"($5 X DJIA INDEX)","124603","CBT ","124 "
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE",220426,2022-04-26,124606,CBT ,00,124 ,   40181,    4686,     425,       0,   32096,   38972,   36782,   39397,    3399,     784,   40181,    4686,     425,       0,   32096,   38972,   36782,   39397,    3399,     784,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -458,     277,       0,       0,   -1352,    -217,   -1075,    -217,     617,    -241,  100.0,   11.7,    1.1,    0.0,   79.9,   97.0,   91.5,   98.0,    8.5,    2.0,  100.0,   11.7,    1.1,    0.0,   79.9,   97.0,   91.5,   98.0,    8.5,    2.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,      6,      1,      0,     18,     10,     24,     11,     32,      6,      1,      0,     18,     10,     24,     11,      0,      0,      0,      0,      0,      0,      0,      0,    45.6,    84.0,    66.8,    95.8,    45.3,    79.6,    63.4,    89.6,    45.6,    84.0,    66.8,    95.8,    45.3,    79.6,    63.4,    89.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"($100 X DJ US REAL ESTATE INDEX)","124606","CBT ","124 "
"EURODOLLARS-3M - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,132741,CME ,00,132 ,25787242,  378894, 1412640,12351528,12544409,11069103,25274831,24833271,  512411,  953971,25787242,  378894, 1412640,12351528,12544409,11069103,25274831,24833271,  512411,  953971,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  261530,   12839,   76977,  221019,   22824,  -51695,  256683,  246302,    4847,   15228,  100.0,    1.5,    5.5,   47.9,   48.6,   42.9,   98.0,   96.3,    2.0,    3.7,  100.0,    1.5,    5.5,   47.9,   48.6,   42.9,   98.0,   96.3,    2.0,    3.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    235,     37,     67,     86,    114,    122,    206,    222,    235,     37,     67,     86,    114,    122,    206,    222,      0,      0,      0,      0,      0,      0,      0,      0,    22.3,    23.3,    38.3,    38.7,     9.6,     5.0,    11.5,     7.3,    22.3,    23.3,    38.3,    38.7,     9.6,     5.0,    11.5,     7.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $1,000,000)","132741","CME ","132 "
